td_A_700038857	td_A_700023382	td_A_700099065	td_A_700113553	td_A_700095837	td_A_700102525	td_A_700038905	td_A_700107822	td_A_700032228	td_A_700103608	td_B_700033928	td_B_700113016	td_B_700035243	td_B_700100477	td_B_700038113	td_B_700024958	td_B_700097487	td_B_700016462	td_B_700109512	td_B_700099008
OTU_97.35551	1	3	0	2	18	1	1	0	1	10	1	1	0	1	0	2	2	3	8	1
OTU_97.35552	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0
OTU_97.35554	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1
OTU_97.35560	0	0	0	0	0	1	0	3	0	10	0	0	1	0	0	0	1	0	0	0
OTU_97.35564	1	0	2	0	1	1	0	0	3	3	3	0	0	0	0	0	0	2	0	0
OTU_97.35570	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.35575	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.3558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35582	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.35585	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_97.3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.35590	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35595	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35597	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_97.356	3	0	0	0	5	0	0	0	0	0	1	7	0	0	0	1	0	0	2	2
OTU_97.3561	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0
OTU_97.35610	3	28	1	0	0	0	3	0	0	10	0	0	0	0	0	11	1	1	0	0
OTU_97.35611	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1
OTU_97.35614	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35617	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3562	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
OTU_97.35628	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35638	2	2	5	0	1	6	4	0	1	3	6	0	0	4	0	1	0	15	3	2
OTU_97.35641	0	0	0	0	0	0	0	0	0	0	0	4	32	0	0	0	0	0	0	0
OTU_97.35642	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35643	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35656	1	1	0	1	9	1	0	0	0	12	0	1	0	0	0	1	0	1	4	1
OTU_97.35657	0	1	5	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1
OTU_97.35659	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.3566	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_97.35660	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.35669	0	0	0	0	1	3	0	7	0	0	0	0	2	0	0	0	0	0	0	0
OTU_97.35672	0	0	0	0	0	5	0	0	0	0	1	1	1	0	0	0	0	0	0	1
OTU_97.35675	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35677	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.35682	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.357	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.35705	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35708	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.35724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.35725	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	8	1
OTU_97.35726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.35727	2	0	0	3	0	20	1	0	3	17	0	2	0	0	0	5	0	0	4	0
OTU_97.35732	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.35736	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35742	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.35745	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35751	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0
OTU_97.35755	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35765	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35779	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
OTU_97.3578	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU_97.35790	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35792	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.35793	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35794	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
OTU_97.3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.35814	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.35818	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.35824	0	0	0	9	0	4	2	3	0	17	0	4	29	0	1	2	5	3	1	0
OTU_97.35825	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35833	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.35838	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35840	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0
OTU_97.35846	0	0	0	1	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0
OTU_97.35852	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3
OTU_97.35854	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	10	0	0	1	0
OTU_97.35857	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35858	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0
OTU_97.3586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.35864	0	0	0	0	0	2	1	0	1	5	2	2	0	0	0	1	2	0	0	0
OTU_97.35872	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35892	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.3590	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.35912	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_97.35913	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35921	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35923	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_97.3594	2	5	0	7	5	9	2	1	23	10	7	2	1	1	0	3	4	4	1	7
OTU_97.35941	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35945	0	0	0	1	1	12	0	0	0	8	0	1	0	0	0	2	0	1	4	0
OTU_97.35952	0	1	0	0	5	0	0	0	0	8	0	0	0	1	0	0	0	0	9	0
OTU_97.35956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.3596	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0
OTU_97.35965	5	1	1	0	1	0	0	0	0	1	2	1	0	1	0	1	0	1	0	1
OTU_97.35973	0	0	0	1	0	6	0	2	0	1	0	1	2	0	0	1	1	2	0	0
OTU_97.35974	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU_97.3598	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_97.35984	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	2
OTU_97.35988	0	0	0	0	0	2	0	0	5	2	4	0	0	0	0	0	0	6	2	1
OTU_97.35992	0	0	0	0	1	11	0	0	0	4	4	0	0	1	0	2	0	4	1	0
OTU_97.36	0	0	0	1	1	2	0	1	0	0	0	0	10	0	2	2	0	0	4	0
OTU_97.36004	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.36017	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OTU_97.36018	2	0	0	1	1	61	0	0	2	3	2	0	18	1	0	4	2	1	3	0
OTU_97.36019	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36035	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	3	1	0
OTU_97.3604	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_97.3606	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36067	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36068	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36092	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_97.36104	4	2	0	0	34	0	0	0	0	12	0	0	0	0	0	0	0	1	13	0
OTU_97.36105	1	1	0	0	2	0	0	0	0	6	0	1	0	0	0	0	5	0	0	0
OTU_97.36108	0	0	0	1	2	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0
OTU_97.3611	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
OTU_97.36115	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.36117	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36118	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_97.36127	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.36139	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.3614	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36154	2	1	0	9	0	0	3	2	0	1	2	0	2	0	1	0	1	4	2	1
OTU_97.36157	1	0	0	15	0	4	4	0	1	24	0	12	2	0	0	0	1	19	1	0
OTU_97.3616	6	15	0	5	0	0	6	1	8	6	2	0	0	1	0	11	1	3	1	2
OTU_97.36162	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0
OTU_97.36163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36166	2	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0
OTU_97.3617	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36177	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1
OTU_97.36196	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36199	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_97.362	4	0	0	2	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0
OTU_97.36204	1	0	0	1	1	123	0	0	1	4	1	0	10	0	1	11	1	0	32	0
OTU_97.36208	2	1	0	0	15	0	1	0	2	17	1	2	0	5	0	0	0	3	8	0
OTU_97.36211	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36214	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36217	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36221	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	1	1
OTU_97.36238	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36240	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
OTU_97.36244	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.36257	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36269	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.3627	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.36270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.36271	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_97.36276	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36277	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36278	0	0	0	1	0	1	0	11	0	5	0	0	5	0	0	0	2	1	0	0
OTU_97.36283	93	0	0	6	4	64	16	0	0	56	1	0	2	0	2	30	3	15	2	0
OTU_97.36284	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36297	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.36305	1	1	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	1	0	0
OTU_97.36309	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
OTU_97.3631	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
OTU_97.36322	0	0	0	0	4	0	0	0	0	21	0	0	0	0	0	0	0	0	1	1
OTU_97.3633	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.36354	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.3636	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.36361	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36362	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36373	1	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0
OTU_97.36380	0	1	0	0	4	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0
OTU_97.36382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.36385	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
OTU_97.36391	0	1	0	2	2	1	1	1	0	3	2	1	0	0	0	0	0	1	0	0
OTU_97.36393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_97.36398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.3640	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36411	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36412	0	0	1	1	0	3	0	0	0	11	0	0	0	4	0	0	0	4	1	1
OTU_97.36419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.3642	2	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.36422	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
OTU_97.36423	0	0	0	0	0	3	0	3	0	1	0	5	0	0	0	4	2	0	0	0
OTU_97.36424	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
OTU_97.3643	1	0	0	0	0	0	2	0	0	4	0	0	0	0	0	5	0	0	0	0
OTU_97.36432	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36435	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36445	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
OTU_97.36454	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU_97.36458	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.36461	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36465	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	6	0	3	1	0
OTU_97.36467	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_97.36478	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_97.36487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.3649	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36509	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36510	0	13	0	1	0	0	0	0	0	5	1	3	0	0	0	3	0	0	0	2
OTU_97.36512	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0
OTU_97.36513	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0	10	0	0	0	0
OTU_97.36514	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36516	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.36521	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_97.36526	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_97.36536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36539	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_97.36545	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.3656	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36561	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.36564	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36567	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36574	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
OTU_97.36579	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36595	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.36599	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36601	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36605	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0
OTU_97.3661	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.36612	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36615	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36621	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.3664	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
OTU_97.36643	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.36646	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
OTU_97.36649	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU_97.3666	2	33	0	0	1	0	0	0	0	3	0	0	0	0	0	16	0	1	2	0
OTU_97.36661	2	0	1	0	0	0	0	0	0	0	1	4	0	1	0	0	1	0	1	0
OTU_97.36668	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.36682	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU_97.36692	0	0	0	2	0	1	0	0	0	0	0	6	1	0	0	0	0	0	0	1
OTU_97.367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
OTU_97.36701	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36709	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_97.36715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36725	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36734	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36737	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0
OTU_97.36741	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.3675	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3676	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.3677	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_97.36775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36799	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	1	0	0	0
OTU_97.36804	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36807	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36814	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36822	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36828	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0
OTU_97.3683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36838	0	0	0	1	2	6	0	0	0	0	1	2	1	0	1	0	0	0	1	0
OTU_97.36839	2	0	0	0	0	12	3	0	0	0	0	18	0	0	0	6	0	0	0	0
OTU_97.36855	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3686	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1
OTU_97.36867	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.36877	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.3689	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
OTU_97.36910	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36914	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.36916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36919	0	0	0	1	2	5	0	0	1	0	2	1	3	0	1	0	0	0	2	3
OTU_97.3693	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	1	0
OTU_97.36940	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.36941	0	0	0	8	7	12	1	1	1	0	1	4	8	0	3	0	0	1	2	0
OTU_97.36948	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	11	0	0	0	0
OTU_97.3695	0	2	0	1	1	3	0	0	0	5	0	0	0	0	1	0	0	0	1	1
OTU_97.36958	8	6	0	0	0	24	6	0	0	0	0	69	0	0	0	5	0	10	0	5
OTU_97.36969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.3697	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.36975	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3698	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0
OTU_97.36981	0	0	0	2	2	0	0	0	0	0	4	11	19	0	2	0	0	3	1	0
OTU_97.370	0	0	0	1	2	0	1	0	0	0	0	8	3	0	0	5	0	0	24	0
OTU_97.37004	0	0	0	3	3	2	0	0	0	0	1	1	1	0	0	0	0	1	2	1
OTU_97.37007	0	0	0	0	1	5	0	0	0	0	1	1	0	0	2	0	0	0	0	0
OTU_97.37013	0	0	0	0	5	14	0	0	0	0	0	4	0	0	6	0	0	1	2	0
OTU_97.3702	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	0	0	0	12	0
OTU_97.37020	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.37022	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_97.37034	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.37040	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.37041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.37048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.37071	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.37074	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.37082	0	0	0	0	1	20	0	1	0	0	0	9	2	0	1	0	0	0	0	0
OTU_97.37085	0	0	0	0	2	11	1	0	0	0	5	0	3	0	1	0	1	0	11	1
OTU_97.37094	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
